image_file,episode_id,x_r,y_r,yaw_r,x_g,y_g,yaw_g,dX,dY,sin_dYaw,cos_dYaw,dist_to_goal,dist_home_to_goal,odom_linear_vel,odom_angular_vel,lidar_0,lidar_1,lidar_2,lidar_3,lidar_4,lidar_5,lidar_6,lidar_7,lidar_8,lidar_9,lidar_10,lidar_11,lidar_12,lidar_13,lidar_14,lidar_15,lidar_16,lidar_17,lidar_18,lidar_19,lidar_20,lidar_21,lidar_22,lidar_23,lidar_24,lidar_25,lidar_26,lidar_27,lidar_28,lidar_29,lidar_30,lidar_31,lidar_32,lidar_33,lidar_34,lidar_35,lidar_36,lidar_37,lidar_38,lidar_39,lidar_40,lidar_41,lidar_42,lidar_43,lidar_44,lidar_45,lidar_46,lidar_47,lidar_48,lidar_49,lidar_50,lidar_51,lidar_52,lidar_53,lidar_54,lidar_55,lidar_56,lidar_57,lidar_58,lidar_59,lidar_60,lidar_61,lidar_62,lidar_63,lidar_64,lidar_65,lidar_66,lidar_67,cmd_linear_vel,cmd_angular_vel
105843_502964.jpg,1,-2.3485,1.807,-1.4731,-13.6386,2.6876,-0.0544,-1.9781,-11.1503,0.9885,0.1515,11.3244,30.5767,-0.6978,-0.3595,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4873,0.4856,1.0,0.4856,0.4884,0.4907,0.4929,0.4983,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4838,0.4626,0.4436,0.4268,0.4123,0.3992,0.3541,0.3453,0.3372,0.3296,0.3543,0.348,0.3432,0.3386,0.3351,0.3324,0.3301,0.3286,0.0,0.0
105843_703057.jpg,1,-2.3546,1.8895,-1.5257,-13.6386,2.6876,-0.0544,-1.3056,-11.2366,0.9951,0.0993,11.3122,30.5767,-0.3186,-0.2334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4944,0.4936,0.494,0.4909,0.4982,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4938,0.471,0.451,0.4338,0.4184,0.4047,0.3594,0.3497,0.3408,0.3336,0.3574,0.3515,0.3458,0.3413,0.3377,0.3344,0.3321,0.0,0.0
105843_902880.jpg,1,-2.355,1.8967,-1.5577,-13.6386,2.6876,-0.0544,-0.9385,-11.2723,0.9977,0.0674,11.3113,30.5767,0.0559,-0.1371,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4968,0.495,0.4943,0.4961,0.4973,0.4996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.49,0.4677,0.4486,0.4315,0.4163,0.369,0.3583,0.3484,0.3404,0.3326,0.3573,0.3509,0.3457,0.3415,0.3377,0.3348,1.0,-0.5
105844_103045.jpg,1,-2.3549,1.8335,-1.5771,-13.6386,2.6876,-0.0544,-0.7832,-11.2888,0.9988,0.0481,11.316,30.5767,0.4023,-0.0859,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4897,0.4883,0.4885,0.489,0.4922,0.4947,0.4984,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4794,0.4589,0.4407,0.4245,0.4111,0.3645,0.3539,0.3454,0.3371,0.3306,0.3547,0.3491,0.3446,0.3403,0.3371,1.0,-0.5
105844_302972.jpg,1,-2.3567,1.7012,-1.5896,-13.6386,2.6876,-0.0544,-0.7738,-11.2985,0.9994,0.0355,11.3249,30.5767,0.748,-0.0563,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4771,0.4754,0.475,0.4755,0.4783,0.4806,0.4829,0.4884,0.4881,0.4984,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4887,0.4673,0.4482,0.4313,0.4173,0.4043,0.3587,0.3499,0.3412,0.3344,0.3278,0.3524,0.3476,0.3431,0.3396,1.0,0.0
105844_502997.jpg,1,-2.361,1.5093,-1.5942,-13.6386,2.6876,-0.0544,-0.9137,-11.3021,0.9995,0.0309,11.339,30.5767,0.9997,-0.001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4582,0.4564,0.456,0.4566,0.4577,0.461,0.4631,0.4683,0.4731,0.4779,0.485,0.4934,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4945,0.4727,0.4532,0.4359,0.4216,0.4083,0.396,0.3861,0.3444,0.3375,0.3307,0.3252,0.3207,0.3458,0.3422,1.0,0.0
105844_702936.jpg,1,-2.3656,1.3123,-1.5942,-13.6386,2.6876,-0.0544,-1.1106,-11.3021,0.9995,0.0309,11.3565,30.5767,0.9696,-0.0001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4385,0.4368,0.4364,0.437,0.438,0.4413,0.4442,0.4473,0.4528,0.4574,0.4641,0.472,0.4821,0.4927,1.0,1.0,1.0,1.0,1.0,0.4976,0.4756,0.456,0.4386,0.4243,0.4108,0.3984,0.3885,0.3787,0.3398,0.333,0.3274,0.3229,0.3186,0.3443,0.0,0.0
105844_902951.jpg,1,-2.3691,1.1653,-1.5943,-13.6386,2.6876,-0.0544,-1.2566,-11.3022,0.9995,0.0308,11.3719,30.5767,0.639,-0.0006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4237,0.4221,0.4217,0.4223,0.4233,0.4265,0.4293,0.4323,0.4376,0.4424,0.45,0.4561,0.4653,0.4747,0.488,1.0,1.0,1.0,1.0,0.5,0.4779,0.4581,0.4407,0.4262,0.4128,0.4003,0.3903,0.3804,0.3728,0.3347,0.329,0.3245,0.3202,0.3169,0.0,0.0
105845_102911.jpg,1,-2.3707,1.0952,-1.5945,-13.6386,2.6876,-0.0544,-1.3245,-11.3025,0.9995,0.0306,11.3798,30.5767,0.2544,-0.0011,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4167,0.4151,0.4147,0.4152,0.4162,0.4193,0.4221,0.425,0.4303,0.4357,0.4412,0.4494,0.4575,0.4667,0.4798,0.4918,1.0,1.0,1.0,1.0,0.479,0.4593,0.4417,0.4273,0.4137,0.4012,0.3912,0.3813,0.3736,0.3355,0.3299,0.3253,0.321,0.3177,0.0,0.0
105845_303006.jpg,1,-2.3709,1.0887,-1.5946,-13.6386,2.6876,-0.0544,-1.3299,-11.3026,0.9995,0.0305,11.3806,30.5767,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4749,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.416,0.4144,0.414,0.4146,0.4155,0.4187,0.4214,0.4243,0.4296,0.435,0.4405,0.4497,0.4567,0.4659,0.479,0.491,1.0,1.0,1.0,1.0,0.4792,0.4594,0.4419,0.4274,0.4139,0.4013,0.3913,0.3814,0.3737,0.3356,0.3299,0.3254,0.3211,0.3178,0.0,0.0
105845_502915.jpg,1,-2.3709,1.0887,-1.6204,-13.6386,2.6876,-0.0544,-1.0378,-11.3332,1.0,0.0047,11.3806,30.5767,-0.0003,-0.2291,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4298,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4154,0.4142,0.4141,0.415,0.4161,0.4197,0.423,0.4259,0.4321,0.4322,0.4431,0.4511,0.4601,0.4687,0.4842,0.4966,1.0,1.0,1.0,0.4933,0.4718,0.4529,0.4372,0.4226,0.4091,0.3982,0.3876,0.3792,0.371,0.3339,0.3289,0.3241,0.3204,0.0,-0.5
105845_702902.jpg,1,-2.3709,1.0888,-1.7144,-13.6386,2.6876,-0.0544,0.0305,-11.3805,0.996,-0.0891,11.3806,30.5767,0.0,-0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3731,0.3746,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4162,0.4148,0.4145,0.4152,0.4162,0.4196,0.4224,0.4254,0.431,0.4366,0.4419,0.4495,0.4588,0.4687,0.4815,0.4936,1.0,1.0,1.0,1.0,0.4804,0.4609,0.443,0.4286,0.4144,0.4033,0.3923,0.3832,0.3756,0.3377,0.3323,0.0,-0.5
